C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_04_767.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_04_767.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_04_767.jpg,0,0,0,8.948698E-05
C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_04_833.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_04_833.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_04_833.jpg,0,0,0,0.0001013626
C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_04_904.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_04_904.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_04_904.jpg,0,0,0,0.000127909
C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_04_974.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_04_974.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_04_974.jpg,0,0,0,0.0001482351
C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_05_044.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_05_044.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_05_044.jpg,0,0,0,0.0001634716
C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_05_118.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_05_118.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_05_118.jpg,0,0,0,0.0001735555
C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_05_186.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_05_186.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_05_186.jpg,0,0,0,0.0002397183
C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_05_255.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_05_255.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_05_255.jpg,0,0,0,3.520231E-05
C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_05_324.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_05_324.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_05_324.jpg,0,0,0,0.0002870889
C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_05_392.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_05_392.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_05_392.jpg,0,0,0,5.00887E-05
C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_05_461.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_05_461.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_05_461.jpg,0,0,0,6.441292E-05
C:\Users\kairy\OneDrive\Desktop\Jen\IMG\center_2024_05_05_19_41_05_531.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\left_2024_05_05_19_41_05_531.jpg,C:\Users\kairy\OneDrive\Desktop\Jen\IMG\right_2024_05_05_19_41_05_531.jpg,0,0.1040556,0,0.03855069
